docid,author,shorttitle,enumcron,firstpub,genres,subjects,allcopiesofwork,tags
nyp.33433074797923,"Brady, Cyrus Townsend","The southerners, a story of the Civil War",,1903,Fiction|History,"History|Civil War, 1861-1865|Fiction",3,randomA
uc1.$b105323,"Lynam, Shevawn",The spirit and the clay,,1954,Fiction,"History|Fiction|Civil War, 1936-1939",1,Subj: History
mdp.39015056825360,"Espina, Concha",The metal of the dead,,2003,ContainsBiogMaterial|Bibliographies|Fiction,,1,randomB
nyp.33433074946736,"Hunter, Martha Featon","The Clifford family; or, A tale of the Old Dominion",,1852,Fiction,,1,randomB
inu.30000101890873,"Sigerson, Davitt",Faithful : a novel,,2005,Love stories|Fiction,London|England|Fiction|Man-woman relationships|Floor traders (Finance),1,Subj: Man-woman B|Love
mdp.39015054164036,"Meads, Kat",Not waving : stories,,2001,Short stories,,1,Short stories
mdp.39015014499977,,Balancing acts : contemporary stories,,1989,Bibliographies|Fiction,"Short stories, English|Short stories, Russian|Translations into English|Translations from Russian",2,"Subj: Short stories, Other B"
mdp.39015063245560,"Snyder, Maria V",Poison study,,2005,"Fiction|Fantasy fiction, American|Fantasy fiction",Fiction|Poisoning,1,Fantasy
mdp.39015078810051,"Laird, Nick",Glover's mistake,,2009,Novel|Psychological fiction,Bachelors|London|England|Fiction|Triangles (Interpersonal relations)|May-December romances,1,randomA
mdp.39015056265047,"Ghatak, S. M",The case of the parson's parrot and other stories,,2002,Fiction,"Detective and mystery stories, English|Holmes, Sherlock (Fictitious character)|Fiction",1,Subj: Detective
mdp.39015047068179,"Shaara, Jeff",The last full measure,,1998,War stories|Fiction|Historical fiction,"1822-1885|1807-1870|(Robert Edward)|Civil War, 1861-1865|(Ulysses Simpson)|Fiction|Chamberlain, Joshua Lawrence|History|1828-1914|Grant, Ulysses S|Lee, Robert E",1,War-Not-Fantasy
mdp.39076002365133,"Cory, David",Little Jack Rabbit's adventures,,1921,Fiction,Rabbits|Adventure stories|Animals|Juvenile fiction,1,Subj: Juvenile B
mdp.39015029196105,"McEwan, Ian",Black dogs,,1992,Psychological fiction|Fiction|Political fiction,Politics and government|Fiction|1945-|Fiction,3,Political-Not-Love
pst.000000670722,"Asquith, Cynthia, Lady",The third ghost book,,1955,NotFiction,Ghost stories,2,Subj: Horror
mdp.39015047446573,"Calhoun, Jackie",Birds of a feather,,1999,Love stories|Fiction,Fiction|Lesbians,1,Love B
mdp.39015048828902,"Pottinger, Stanley",A slow burning,,2000,Adventure fiction|Mystery fiction|Fiction,Hospital patients|Neurosurgeons|Fiction|New York|Homicide investigation|New York (State)|Ku Klux Klan (1915- )|Detectives|Human experimentation in medicine,1,Mystery
uva.x002285453,"Alger, Horatio","A boy's fortune, or, The strange adventures of Ben Baker / by Horatio Alger, Jr",,1898,Juvenile audience|Fiction,,1,Juvenile B
mdp.39015043042442,"Disch, Thomas M",The sub : a study in witchcraft,,1999,Horror tales|Fantastic fiction|Fiction,Sexual abuse victims|Fiction|Paranormal fiction,1,Horror
mdp.39015040849930,K. Khemānanda (Kovit Aneckachai),Know not a thing : insights into dynamic meditation,,1997,NotFiction,Buddha (The concept)|Buddhism|Meditation|Thailand,2,randomB
inu.30000094621509,"Gischler, Victor",The pistol poets,,2004,Humorous fiction|Fiction|College stories,Accident victims|Fiction|Death|College teachers,1,Humor
uc1.$b101886,"Grubb, Davis",A dream of kings,,1955,Fiction,"History|Civil War, 1861-1865|Fiction",3,Subj: History
uc2.ark+=13960=t0ns0tv93,"?? Beckett, Gilbert Abbott",The comic history of Rome,,1852,,Rome|History|Humor,1,Subj: Humor
mdp.39015077126368,"Goodman, Alison",The two pearls of wisdom,,2008,NotFiction,Mistaken identity|Fiction|Fantasy fiction|Dragons|Sex role,1,Subj: Fantasy B
mdp.39015064809950,"Lansdale, Joe R",The King and other stories,,2005,Short stories,Short stories,1,Short stories
uc1.32106012546500,"Crowley, John",Daemonomania,,2000,Fiction|Fantasy fiction,,2,Fantasy B
osu.32435066780594,"Humphries, Adelaide",Steps to the moon,,1937,Love stories|Fiction,Man-woman relationships|Fiction,1,Love
mdp.39015069302704,"Enright, Anne",The gathering,,2007,Domestic fiction|Fiction,Families secrets|Ireland|Fiction|Social life and customs|Families,1,Domestic
uc1.b2829022,"Machen, Arthur",The novel of the black seal and other stories,,1965,Fiction,"Horror tales, English",1,Subj: Horror
mdp.39015055091097,,"Many rooms, many voices : twentyfour short stories by members of the fraternity of Katha Lok",,2000,Short stories,"Short stories, Indic (English)",1,"Subj: Short stories, Other B"
mdp.39015000611353,"Miller, Isabel",Patience and Sarah,,1969,Fiction,Fiction|Lesbians|English fiction,3,randomB
mdp.39015014505203,"Chamoud, Simone",Picture tales from the French,,1933,Juvenile audience|Fiction,Folklore|France|Fairy tales,1,Subj: Fairy tales
mdp.39015069174517,"Cook, Claire",Multiple choice : a novel,,2004,Novel|College stories|Domestic fiction|Humorous fiction,Fiction|Community college students|Women college students|Mothers and daughters|Middle-aged women,1,Domestic B
mdp.39015061321702,"Banner, Keith",The smallest people alive,,2004,Fiction,"21st century|Short stories, American",1,"Subj: Short stories, American"
mdp.39015058229801,"Morgan, Richard K",Broken angels,,2004,Novel|Science fiction,,1,SF B|Novel
mdp.39015054263556,"Litt, Toby",Exhibitionism,,2002,Short stories,,2,Short stories B
mdp.39015061468552,,Icarus & angels : flights of fantasy : gay SF,,1996,Short stories,"Fiction|Flight|Gays|Science fiction, American|Fantasy fiction, American|Gays' writings, American",1,Subj: Fantasy B
uc1.32106015085076,"Wings, Mary",She came too late : an Emma Victor mystery,,2000,Mystery fiction|Fiction|Detective and mystery stories,"Women detectives|United States|Lesbians|Women private investigators|Fiction|California|Victor, Emma (Fictitious character)|San Francisco",2,Mystery
mdp.39015069130105,,Sisters in fantasy,,1995,Short stories,"Women|Women authors|American fiction|Fiction|Fantasy fiction, American",1,Subj: Fantasy
mdp.39015040577507,"Cussler, Clive",Flood tide : a novel,,1997,Adventure stories|Fiction,"Fiction|Pitt, Dirk (Fictitious character)",1,Adventure
nyp.33433076069610,"Lee, Day Kellogg","The master builder; or, Life at a trade",,1852,Fiction|NotFiction,Utopias,3,randomA
pst.000061659049,"Van Vogt, A. E. (Alfred Elton)",The world of Null-A,,1970,Fiction|Science fiction,,2,SF B
mdp.39015030855681,"Bates, Ralph",Sirocco and other stories,,1939,Fiction,,1,randomA
nyp.33433074939772,"Besant, Walter, Sir",My little girl : a novel,,1873,NotFiction,,1,randomA
wu.89073504532,"Bjørneboe, Jens",Powderhouse : scientific postscript and last protocol,,2000,Bibliographies|Fiction|Psychological fiction,Alsace|Mentally ill offenders|France|Fiction|Mental illness|Dangerously mentally ill|Psychiatric hospitals,2,Psychological B
mdp.39015041026637,"Richardson, Tracey",Last rites,,1997,Fiction|Detective and mystery stories,Women detectives|Lesbians|Fiction,1,Mystery B|Subj: Detective
uc2.ark+=13960=t03x86594,,Stories by English authors,v.05,1900,,"Short stories, English",2,"Subj: Short stories, Other B"
mdp.39015073644687,"Sokol, John",The problem with relativity : short stories,,2006,"Short stories|Short stories, American",,1,Short stories
mdp.39015080902227,"Claire, Regi",Fighting it,,2009,Short stories,,1,Short stories B
mdp.39015069302761,"Gaige, Amity",The folded world,,2007,Psychological fiction|Fiction,Fiction|Social workers,1,Psychological
mdp.39015060878488,"Link, Kelly",Magic for beginners,,2005,Short stories,,1,Short stories
mdp.39015014876471,"Yglesias, Jose",Tristan and the Hispanics,,1989,Domestic fiction|Fiction|Humorous fiction,Cuban Americans|Young men|Cuban American families|Inheritance and succession|Fiction,2,Humor
mdp.39015066824445,"Morrison, Blake",South of the river,,2007,Fiction|Political fiction,Social conditions|Fiction|1945-|Politics and government|1997-,1,Political
mdp.39015047654101,"Grimshaw, Roly",Indian cavalry officer 1914-15,,1986,UnknownGenre,Army|India|History|Cavalry,1,Subj: History
mdp.39015047490035,"Martin, Valerie",Italian fever : a novel,,1999,Love stories|Fiction|Detective and mystery stories,"Executors and administrators|Italy|Fiction|Death|Americans|Young women|Authors, American",1,Mystery B
mdp.39015050743361,"Zelazny, Roger","The doors of his face, the lamps of his mouth and other stories",,2001,Short stories,"Science fiction, American",1,"Subj: SF, American"
mdp.39015054266997,,Night shadows : twentieth-century stories of the uncanny,,2001,Bibliographies|Fiction,"Horror tales, English|Horror tales, American|Paranormal fiction",1,Subj: Horror B
nyp.33433074810239,"Dix, Beulah Marie",Mother's son; a novel,,1913,Juvenile audience|Fiction,,1,Juvenile B
mdp.39015060029454,"Roiphe, Anne Richardson",Secrets of the city : a novel,,2003,Political fiction|Fiction|Domestic fiction|Psychological fiction,Terrorism|Mayors|Fiction|Prevention|Hostages,1,randomB
mdp.39015056807418,"Lingard, Joan",The kiss,,2002,Novel,France|Teacher-student relationships|Fiction|Paris,2,Novel B
mdp.39015011323402,"Thoby-Marcelin, Philippe",The beast of the Haitian hills,,1946,Novel|Fiction|Occult fiction|NotFiction,Fiction|Vodou|Haiti,4,Horror
pst.000049602272,"Robinson, C. Kelly (Chester Kelly)",No more Mr. Nice Guy,,2002,Psychological fiction|Love stories|Fiction,Fiction|Dating (Social customs)|African Americans|Identity (Psychology),1,Love
nyp.33433076093099,"Hood, Thomas",The works of Thomas Hood,v. 4,1864,NotFiction,English poetry|English wit and humor|19th century,1,Subj: Humor B
uc1.32106006325622,"Eliot, George",Works,v.23,1884,NotFiction,,1,randomA
inu.30000111224493,"Okoro, Anezi",Flying Tortoise : a novel,,2004,Fiction|Science fiction,,1,SF
nyp.33433075822951,,Half-hours with foreign authors,,1861,Fiction,French fiction|Translations into English,1,randomB
mdp.39015035016099,"Garner, James Finn",Politically correct holiday stories : for an enlightened yuletide season,,1995,Fiction,"Large type books|Political correctness|Fiction|Holidays|Humorous stories, American",1,Subj: Humor|randomB
mdp.39015082862627,,"War stories from ""The American Boy""",,1905,Juvenile audience|Fiction,"Soldiers|Juvenile fiction|War stories, American",1,Subj: Juvenile
mdp.39015040659941,"Phillips, Louis",Hot corner : baseball stories & writing & humor,,1996,NotFiction,"Baseball stories, American|Literary collections|Baseball|Humor",1,Subj: Humor
mdp.39015078785808,"Fleming, James",Cold blood,,2009,Novel|Suspense fiction,"Fiction|History|Revolution, 1917-1921|Mercenary troops|Russia",1,Suspense
mdp.39015080849998,"Littell, Jonathan",The kindly ones : a novel,,2009,Novel|Historical fiction,"Germany|Fiction|Schutzstaffel|Holocaust, Jewish (1939-1945)|Nazis|Atrocities|Bisexual men|Einsatzgruppen des Sicherheitsdienstes und der Sicherheitspolizei|Nationalsozialistische Deutsche Arbeiter-Partei|World War, 1939-1945",1,Historical B
nyp.33433082294327,"Heydrick, Benjamin A. (Benjamin Alexander)",Americans all; stories of American life of to-day,,1920,Fiction|NotFiction,"Short stories, American",4,"Subj: Short stories, American"
uc1.32106016832302,"Arnott, Jake",He kills coppers,,2002,Fiction|Historical fiction,Criminals|London|England|Fiction|Police,1,Historical
nyp.33433082286190,"Stratemeyer, Edward","The Rover boys at Big Horn Ranch : or, The cowboys' double round-up",,1922,Juvenile audience|Fiction,,2,Juvenile B
uc1.32106017318186,"O'Farrell, Maggie",My lover's lover,,2003,Psychological fiction|Love stories|Fiction,Hallucinations and illusions|Fiction|Young women|Triangles (Interpersonal relations),1,Love B
pst.000045220173,"Byars, Patti Wilson",Separate fountains,,1999,Domestic fiction|Bildungsromane|NotFiction,Race relations|Fiction|Women household employees|Girls|Civil rights movements|Racism,1,Bildungsroman
mdp.39015038019017,"Furst, Alan",The world at night,,1996,War stories|Love stories|Fiction|Historical fiction|Spy stories,"France|Underground movements|Fiction|Man-woman relationships|Paris|Motion picture producers and directors|World War, 1939-1945",2,Historical|Love
mdp.39015031797130,"Grau, Shirley Ann",Roadwalkers,,1994,Domestic fiction|Fiction,Homeless persons|Southern States|Fiction|African American women|Mothers and daughters,1,Domestic B
mdp.39015005104651,"Thirkell, Angela",Peace breaks out,,1947,UnknownGenre,,1,randomA
inu.30000110361429,"Goodis, David",Black Friday and other stories,,2006,Bibliographies|Fiction,"Detective and mystery stories, American",1,Subj: Detective B
wu.89094735941,"Gilbert, Ariadne",More than conquerors,,1914,Juvenile audience|NotFiction|Juvenile works|Biography,Biography|Juvenile literature,1,Juvenile
mdp.39015060886465,"Jenkins, Emyl",Stealing with style : a novel,,2005,Novel|Mystery fiction,Women detectives|Fiction|Antiques|Auctions|Appraisers|Virginia,1,Mystery B
mdp.39015081739180,"Smith, Clark Ashton",The Klarkash-Ton cycle : Clark Ashton Smith's Cthulhu mythos fiction,,2008,Short stories,"Cthulhu (Fictitious character)|Horror tales, American|Fantasy fiction, American",1,Subj: Horror
mdp.39015022748480,"Bryson, Bernarda",The twenty miracles of Saint Nicolas,,1960,NotFiction,"Saint, Bishop of Myra|Juvenile literature|Nicholas",1,Subj: Juvenile B
mdp.39076002897994,"Sweet, Caitlin",A telling of stars,,2003,Novel,Teenage girls|Adventure stories|Love stories|Fiction|Revenge|Grief,1,randomA
mdp.39015041292502,"Silverberg, Robert",Sorcerers of Majipoor,,1996,Fantastic fiction|Fiction|Science fiction,Majipoor (Imaginary place)|Fiction,1,Fantasy
nyp.33433088074525,"Chisholm, Louey",A staircase of stories,,1920,Juvenile audience|Fiction,Fairy tales|Fiction|Storytelling,1,Subj: Fairy tales
mdp.39015069234717,"Dick, Philip K",Four novels of the 1960s,,2007,Fiction,"Science fiction, American",1,"Subj: SF, American B"
mdp.39015015375218,"Silverberg, Robert",Three for tomorrow; three original novellas of science fiction,,1969,Fiction,Science fiction,2,"Subj: SF, Other"
uc1.b254236,"Williams, Robert Folkestone",Maids of honour,v. 3,1845,,,6,randomA
mdp.39015032813944,"Tizón, Héctor",Fire in Casabindo,,1993,Fiction,,1,randomA
uiuo.ark+=13960=t3tt5bm1x,"Dickens, Charles",Bleak house,v.1,1852,Legal stories|NotFiction|Bibliographies|Fiction|Bildungsromans|Didactic fiction|Domestic fiction|ContainsBiogMaterial,"Illegitimate children|Dickens, Charles|Inheritance and succession|Fiction|London (England)|Social problems|Young women|Guardian and ward|1812-1870",41,Domestic B
mdp.39015073820675,,Mardi Gras madness : tales of terror and mayhem in New Orleans,,2000,Short stories,"Louisiana|Carnival|Detective and mystery stories, American|Fiction|Horror tales, American|New Orleans",1,Subj: Detective
uc2.ark+=13960=t2f76h81b,"Rabb, Kate Milner",The wit and humor of America,v.4,1907,,American wit and humor,5,Subj: Humor B
uva.x004992267,"Seawell, Molly Elliot",A Virginia cavalier,,1901,Juvenile audience|NotFiction,"1732-1799|Fiction|Washington, George",1,Juvenile
mdp.39015061316868,"Murthy, Shrikant",Stories waiting to be told,,2002,Short stories,,1,Short stories B
osu.32435064818198,"Hopson, William",Sunset ranch,,1943,Western stories|Fiction,United States|Gold mines and mining|Fiction|False imprisonment,1,Western
nyp.33433018441976,"Garvice, Charles",By devious ways,,1896,Novel,,1,Novel
inu.30000111192971,"Bennett, Alan",Four stories,,2006,Short stories,,1,Short stories B
uc1.32106011612493,"Francis, Dick",Two by Francis,,1983,Fiction,"Detective and mystery stories, English",1,Subj: Detective B
mdp.39015053488220,"Ellison, Harlan",The fantasies of Harlan Ellison,,1979,Fiction,"Science fiction, American",1,"Subj: SF, American B"
nyp.33433074794441,"Paul, Howard","The courtship and adventures of Jonathan Homebred; or, The scrapes and escapes of a live Yankee",,1860,NotFiction,American wit and humor,1,Subj: Humor
mdp.39015063193216,"Westerfeld, Scott",Polymorph,,1997,Novel|Science fiction,Fiction|Transsexuals|Information technology,1,SF
inu.30000124600325,"Landis, Dylan",Normal people don't live like this,,2009,Short stories,Teenage girls|Fiction|Nineteen seventies,1,Short stories
mdp.39015048749868,"Like, Russel",After the blue,,1998,Fiction|Science fiction,"Science fiction, American",1,SF
uc1.$b808990,"MacNamara, Brinsley",Michael Caravan,,1946,Fiction,,1,randomB
mdp.39015056249090,"Dixon, Stephen",I : a novel,,2002,NotFiction,,1,randomA
mdp.39015029404871,,Beyond the gaslight : science in popular fiction 1895-1905,,1976,Fiction,"Science fiction, English",1,"Subj: SF, Other B"
mdp.39015008739826,"Bates, H. E. (Herbert Ernest)",A breath of French air,,1959,Domestic fiction|Fiction|Humorous stories,"Larkin, Pop (Fictitious character)|Larkin family (Fictitious characters)|Family|England|Fiction|Country life",3,Humor
uva.x000457968,,"The thousand and one nights, commonly called, in England",V.2,1840,NotFiction,,1,randomA
